ListingKey,ListingCreationDate,Term,LoanStatus,ClosedDate,BorrowerAPR,EstimatedReturn,BorrowerRate,ProsperRatingAlpha,ProsperScore,ListingCategory,BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,DateCreditPulled,CreditScoreRangeLower,CreditScoreRangeUpper,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,InquiriesLast6Months,CurrentDelinquencies,DelinquenciesLast7Years,BankcardUtilization,IncomeRange,StatedMonthlyIncome,TotalProsperLoans,LoanOriginalAmount,Recommendations,QuarterCreditPulled,LoanRange,Top5ListingCategory
E880353232319411270D029,2011-11-30,36,Completed,2012-10-18,0.35285,0.12,0.3127,HR,5,Other,NY,Professional,Employed,136,False,2011-11-30,660,679,3,3,10,1,1,11,1.05,"$100,000+",10833.333333,0,4000,0,Q4,"(999.999, 4000.0]",Other
CDC43537786229345F6896B,2012-01-23,36,Completed,2012-03-15,0.17359,0.0731,0.1449,B,8,Home Improvement,TX,Professional,Employed,97,True,2012-01-23,720,739,13,9,22,1,0,1,0.67,"$100,000+",17916.666667,0,13000,0,Q1,"(10000.0, 15000.0]",Home Improvement
CDC53573521424825AD5E6F,2013-03-16,36,Completed,2013-05-31,0.17754,0.0803,0.1414,B,7,Other,CO,Other,Employed,37,True,2013-03-16,820,839,6,6,24,0,0,0,0.42,"$100,000+",10416.666667,0,25000,0,Q1,"(15000.0, 35000.0]",Other
17B23559087181815FE4BCD,2012-10-07,36,Chargedoff,2013-11-21,0.35797,0.1174,0.3177,HR,5,Household Expenses,NE,Executive,Employed,229,True,2012-10-02,700,719,12,10,37,1,0,3,0.97,"$100,000+",14583.333333,0,4000,0,Q4,"(999.999, 4000.0]",Household Expenses
77F53584232104339D021C5,2013-07-29,36,Current,,0.15324,0.07284,0.1249,A,9,Debt Consolidation,GA,Computer Programmer,Self-employed,7,False,2013-09-24,700,719,21,19,35,1,0,0,0.85,"$100,000+",11666.666667,2,14500,0,Q3,"(10000.0, 15000.0]",Debt Consolidation
8DB03585835792270692993,2013-07-28,60,Current,,0.12205,0.0624,0.0999,A,10,Debt Consolidation,CA,Executive,Employed,42,True,2013-07-28,760,779,10,10,21,0,0,0,0.42,"$100,000+",10666.666667,1,18000,0,Q3,"(15000.0, 35000.0]",Debt Consolidation
DBA535707729348189B5684,2013-02-16,60,Current,,0.11695,0.0603,0.0949,A,10,Business,MO,Analyst,Employed,152,True,2013-04-14,820,839,10,10,25,2,0,0,0.09,"$100,000+",13333.333333,3,25000,0,Q2,"(15000.0, 35000.0]",Business
D71635348584080463C9189,2012-01-05,36,Current,,0.24246,0.1014,0.2049,C,7,Debt Consolidation,NY,Professional,Employed,306,False,2012-02-06,680,699,16,12,43,0,0,8,0.6,"$100,000+",10833.333333,0,8500,0,Q1,"(5000.0, 10000.0]",Debt Consolidation
0D3135850096683163C99DF,2013-07-22,60,Current,,0.20593,0.102,0.1819,B,5,Home Improvement,PA,Executive,Employed,150,True,2013-07-22,740,759,21,20,43,0,0,0,0.86,"$100,000+",17500.0,1,15000,0,Q3,"(10000.0, 15000.0]",Home Improvement
4847356339178108243D1D2,2012-11-14,36,Current,,0.20462,0.0888,0.1679,B,9,Auto,CA,Other,Employed,21,False,2012-11-14,680,699,2,2,17,0,0,2,0.72,"$100,000+",14583.333333,0,15000,0,Q4,"(10000.0, 15000.0]",Auto
6CA13595272801685F8C7DB,2013-11-22,36,Current,,0.17611,0.07344,0.14,B,9,Debt Consolidation,NY,Tradesman - Electrician,Employed,226,True,2013-11-22,660,679,25,24,38,0,0,0,0.47,"$100,000+",17500.0,0,25000,0,Q4,"(15000.0, 35000.0]",Debt Consolidation
D73E358667152568445F0F5,2013-08-21,60,Current,,0.18136,0.0905,0.1579,B,4,Debt Consolidation,FL,Professional,Employed,233,True,2013-08-21,740,759,12,12,17,2,0,0,0.92,"$100,000+",10000.0,0,15000,0,Q3,"(10000.0, 15000.0]",Debt Consolidation
99B63598909589616A9BA37,2014-01-03,36,Current,,0.13799,0.06388,0.1099,A,6,Debt Consolidation,MI,Executive,Employed,52,True,2014-01-03,700,719,16,15,46,1,0,0,0.92,"$100,000+",12916.666667,0,20000,0,Q1,"(15000.0, 35000.0]",Debt Consolidation
99BA35455217216827E9B14,2012-05-03,60,Current,,0.23318,0.1385,0.2085,B,9,Other,NY,Attorney,Employed,18,False,2012-05-03,660,679,3,3,28,3,0,0,0.23,"$100,000+",14166.666667,0,15000,0,Q2,"(10000.0, 15000.0]",Other
488735993408475852B2E13,2014-01-03,36,Current,,0.18633,0.07463,0.15,B,7,Debt Consolidation,GA,Clergy,Employed,58,True,2014-01-03,680,699,14,13,43,0,0,0,0.71,"$100,000+",10000.0,0,25000,0,Q1,"(15000.0, 35000.0]",Debt Consolidation
488D3603562089117B9EDF2,2014-02-18,36,Current,,0.09469,0.04929,0.0809,AA,8,Debt Consolidation,CA,Professor,Employed,415,True,2014-02-18,700,719,18,18,63,1,2,37,0.79,"$100,000+",13666.666667,0,6000,0,Q1,"(5000.0, 10000.0]",Debt Consolidation
7157354863581626234DDAD,2012-06-12,36,Completed,2012-08-30,0.35797,0.1246,0.3177,HR,3,Home Improvement,MD,Psychologist,Self-employed,314,True,2012-07-15,780,799,6,5,28,2,0,0,0.62,"$100,000+",16666.666667,0,3000,0,Q3,"(999.999, 4000.0]",Home Improvement
718C3579750172224F6BFF4,2013-06-05,60,Current,,0.17522,0.0876,0.1519,B,7,Debt Consolidation,VT,Accountant/CPA,Employed,18,True,2013-06-05,660,679,11,9,49,0,0,0,0.91,"$100,000+",12500.0,1,12000,0,Q2,"(10000.0, 15000.0]",Debt Consolidation
CC12360374148980793642F,2014-02-21,36,Current,,0.11599,0.05342,0.0879,A,9,Home Improvement,NC,Executive,Employed,332,True,2014-02-21,680,699,14,12,31,0,0,25,0.84,"$100,000+",14966.666667,0,11500,0,Q1,"(10000.0, 15000.0]",Home Improvement
068B3604243288867B7100D,2014-02-24,36,Current,,0.09065,0.04806,0.0769,AA,5,Debt Consolidation,SC,Nurse (RN),Self-employed,105,True,2014-02-24,800,819,18,15,30,0,0,0,0.0,"$100,000+",16416.666667,0,15000,0,Q1,"(10000.0, 15000.0]",Debt Consolidation
8E173583625460295505140,2013-07-02,60,Current,,0.25359,0.1147,0.2284,C,2,Debt Consolidation,OR,Other,Self-employed,99,False,2013-07-02,720,739,10,9,23,2,0,0,0.67,"$100,000+",10000.0,1,6800,0,Q3,"(5000.0, 10000.0]",Debt Consolidation
55B23601983133001780B02,2014-02-06,36,Current,,0.22773,0.08227,0.1905,C,4,Debt Consolidation,IL,Retail Management,Employed,26,False,2014-02-06,680,699,9,8,33,1,0,0,0.93,"$100,000+",12500.0,0,25000,0,Q1,"(15000.0, 35000.0]",Debt Consolidation
E27B35108887074829A9476,2011-03-27,36,Completed,2011-04-15,0.06888,0.04,0.0655,AA,10,Home Improvement,CA,Sales - Commission,Employed,26,True,2011-03-27,820,839,4,3,18,0,0,0,0.26,"$100,000+",20416.666667,0,12000,0,Q1,"(10000.0, 15000.0]",Home Improvement
3EE735634118433201CD1F4,2012-11-14,36,Chargedoff,2013-10-30,0.09988,0.0547,0.0864,AA,9,Debt Consolidation,OK,Sales - Commission,Employed,94,True,2012-11-14,740,759,20,15,33,0,0,0,0.45,"$100,000+",13750.0,0,22500,0,Q4,"(15000.0, 35000.0]",Debt Consolidation
06423590749578231759418,2013-10-08,36,Current,,0.12274,0.06026,0.0949,A,9,Debt Consolidation,CA,Professional,Employed,59,True,2013-10-08,680,699,22,21,45,1,0,0,0.63,"$100,000+",15666.666667,0,13000,0,Q4,"(10000.0, 15000.0]",Debt Consolidation
42EA359027865828238434C,2013-09-16,36,Current,,0.09534,0.05298,0.0819,AA,10,Debt Consolidation,AZ,Investor,Employed,15,False,2013-09-16,680,699,7,7,21,0,0,0,0.8,"$100,000+",12083.333333,0,20000,0,Q3,"(15000.0, 35000.0]",Debt Consolidation
42F73589802869533B7A957,2013-09-23,60,Current,,0.17532,0.08209,0.152,B,4,Debt Consolidation,NJ,Professional,Employed,253,True,2013-09-23,680,699,16,15,29,2,0,0,0.7,"$100,000+",15833.333333,0,10000,0,Q3,"(5000.0, 10000.0]",Debt Consolidation
43093559557369272DC45AE,2012-10-16,36,Current,,0.27285,0.1039,0.2346,D,6,Medical/Dental,OR,Computer Programmer,Employed,58,False,2012-10-16,680,699,13,13,48,1,0,0,0.85,"$100,000+",10750.0,0,4000,0,Q4,"(999.999, 4000.0]",Other
7A763594648094740716D6C,2013-11-13,36,Current,,0.13189,0.06081,0.1039,A,10,Debt Consolidation,CA,Engineer - Mechanical,Employed,22,True,2013-11-13,660,679,19,17,27,1,0,0,0.87,"$100,000+",11666.666667,4,18000,1,Q4,"(15000.0, 35000.0]",Debt Consolidation
9B2A358797006080872ECF7,2013-08-21,36,Current,,0.09837,0.0532,0.0849,AA,9,Home Improvement,VA,Analyst,Employed,88,True,2013-08-21,780,799,23,21,54,2,0,0,0.52,"$100,000+",10416.666667,2,15000,0,Q3,"(10000.0, 15000.0]",Home Improvement
9B2E3553600049307804C35,2012-07-19,60,Current,,0.29464,0.1495,0.2684,D,6,Taxes,VA,Retail Management,Employed,124,False,2012-07-19,700,719,13,13,37,0,0,11,0.84,"$100,000+",12916.666667,0,13000,0,Q3,"(10000.0, 15000.0]",Other
069C3558781101729532EF3,2012-09-26,36,Chargedoff,2013-03-07,0.35797,0.1221,0.3177,HR,5,Home Improvement,TN,Executive,Employed,63,False,2012-09-26,660,679,0,0,15,1,0,0,0.0,"$100,000+",13333.333333,0,4000,0,Q3,"(999.999, 4000.0]",Home Improvement
9A103583161766876BA7281,2013-07-18,60,Current,,0.17061,0.0861,0.1474,B,9,Business,MD,Other,Employed,18,True,2013-07-18,700,719,15,15,55,0,0,1,0.95,"$100,000+",10833.333333,1,25000,0,Q3,"(15000.0, 35000.0]",Business
9A123547809919586C18979,2012-05-22,36,Completed,2012-09-14,0.35797,0.1246,0.3177,HR,5,Debt Consolidation,WA,Professional,Employed,168,True,2012-05-22,660,679,21,20,42,4,0,0,0.89,"$100,000+",16000.0,0,4000,0,Q2,"(999.999, 4000.0]",Debt Consolidation
1758359981151045518FEDC,2014-01-21,36,Current,,0.33204,0.10431,0.2924,HR,2,Debt Consolidation,TX,Engineer - Electrical,Employed,19,True,2014-01-21,680,699,18,17,38,3,0,0,0.78,"$100,000+",14583.333333,0,4000,0,Q1,"(999.999, 4000.0]",Debt Consolidation
CE243594402597914DACD0C,2013-11-04,36,Current,,0.2354,0.08926,0.198,C,4,Debt Consolidation,FL,Professional,Employed,74,False,2013-11-04,680,699,13,13,17,2,0,0,0.85,"$100,000+",10000.0,0,25000,0,Q4,"(15000.0, 35000.0]",Debt Consolidation
CC1B359152687224911EFFE,2013-09-30,36,Current,,0.19144,0.08215,0.155,B,8,Debt Consolidation,FL,Other,Employed,17,True,2013-09-30,660,679,20,20,23,0,0,0,0.89,"$100,000+",14166.666667,0,25000,0,Q3,"(15000.0, 35000.0]",Debt Consolidation
06D43480605425558569C43,2010-04-07,36,Completed,2010-09-17,0.07289,0.0535,0.0695,AA,10,Auto,MD,Engineer - Chemical,Full-time,62,True,2010-04-07,840,859,17,16,42,1,0,0,0.18,"$100,000+",11166.666667,0,1000,0,Q2,"(999.999, 4000.0]",Auto
17773560661928503633A86,2012-10-19,36,Chargedoff,2013-09-07,0.29537,0.1079,0.2566,D,7,Business,TX,Retail Management,Employed,140,False,2012-10-19,660,679,15,9,44,0,3,0,0.39,"$100,000+",10000.0,0,15000,0,Q4,"(10000.0, 15000.0]",Business
72693589587741841981B45,2013-09-24,36,Current,,0.17601,0.0789,0.1399,B,8,Debt Consolidation,TX,Analyst,Employed,46,False,2013-09-24,660,679,10,9,48,0,1,52,0.51,"$100,000+",11183.333333,0,22500,0,Q3,"(15000.0, 35000.0]",Debt Consolidation
CC2635519486267926A3F3B,2012-07-09,36,Current,,0.35797,0.1246,0.3177,HR,4,Home Improvement,NY,Executive,Employed,63,False,2012-06-10,680,699,13,11,39,5,0,4,0.9,"$100,000+",29166.666667,0,4000,0,Q2,"(999.999, 4000.0]",Home Improvement
CC5435432219114736D3BE3,2012-03-27,36,Past Due (91-120 days),,0.35797,0.1246,0.3177,HR,4,Debt Consolidation,NY,Professional,Employed,6,False,2012-03-27,660,679,4,4,4,0,0,0,0.71,"$100,000+",22916.666667,0,4000,0,Q1,"(999.999, 4000.0]",Debt Consolidation
84573595171330765FC44D4,2013-12-02,36,Current,,0.14206,0.06499,0.1139,A,6,Debt Consolidation,GA,Engineer - Mechanical,Employed,15,True,2013-12-02,700,719,15,15,31,0,0,0,0.97,"$100,000+",11666.666667,0,15000,0,Q4,"(10000.0, 15000.0]",Debt Consolidation
9A7535731322097877CB404,2013-02-28,60,Completed,2014-02-07,0.22283,0.1091,0.1984,C,5,Home Improvement,NY,Other,Employed,61,True,2013-02-28,760,779,11,10,23,1,2,3,0.18,"$100,000+",15000.0,0,15000,0,Q1,"(10000.0, 15000.0]",Home Improvement
16B23602716794011C9C777,2014-02-05,36,Current,,0.14206,0.06499,0.1139,A,8,Debt Consolidation,MO,Engineer - Mechanical,Employed,269,True,2014-02-05,720,739,19,18,34,1,0,0,0.75,"$100,000+",10000.0,0,15000,0,Q1,"(10000.0, 15000.0]",Debt Consolidation
53E435996196133510152A3,2014-01-14,60,Current,,0.09367,0.04929,0.0809,AA,10,Debt Consolidation,CA,Professional,Employed,38,False,2014-01-14,760,779,9,9,9,0,0,0,0.03,"$100,000+",13750.0,1,13500,0,Q1,"(10000.0, 15000.0]",Debt Consolidation
35DA3600128025912951DC8,2014-01-06,60,Current,,0.21832,0.08279,0.194,C,7,Debt Consolidation,CA,Engineer - Chemical,Employed,96,False,2014-01-06,660,679,8,5,16,1,0,0,0.86,"$100,000+",15000.0,0,25000,0,Q1,"(15000.0, 35000.0]",Debt Consolidation
729034867122994804C1089,2010-06-21,36,Chargedoff,2011-05-27,0.16157,0.1085,0.14,A,10,Debt Consolidation,CA,Professional,Full-time,32,True,2010-06-21,700,719,18,17,31,2,0,0,0.84,"$100,000+",13750.0,1,2000,0,Q2,"(999.999, 4000.0]",Debt Consolidation
F7D7357155225383376BF01,2013-02-12,36,Current,,0.31032,0.1107,0.2712,E,2,Debt Consolidation,CA,Professional,Employed,21,False,2013-02-12,660,679,4,4,14,1,2,0,0.95,"$100,000+",14500.0,0,3000,0,Q1,"(999.999, 4000.0]",Debt Consolidation
9A903584852520528922785,2013-07-30,36,Current,,0.13799,0.06663,0.1099,A,10,Debt Consolidation,NY,Professional,Employed,6,False,2013-09-30,740,759,5,5,6,0,0,0,0.41,"$100,000+",12500.0,0,25000,0,Q3,"(15000.0, 35000.0]",Debt Consolidation
062E3593498828208A5F864,2013-11-11,60,Current,,0.15783,0.07689,0.1349,B,9,Large Purchases,WA,Professional,Employed,195,True,2013-11-11,700,719,33,24,58,1,0,0,0.4,"$100,000+",10000.0,1,12000,0,Q4,"(10000.0, 15000.0]",Other
0FB83596682173352066AE9,2013-12-19,36,Current,,0.17611,0.07344,0.14,B,6,Debt Consolidation,NV,Retail Management,Employed,184,False,2013-12-19,680,699,21,21,67,1,0,0,0.85,"$100,000+",13750.0,0,15000,0,Q4,"(10000.0, 15000.0]",Debt Consolidation
10E23535536651144F327C3,2011-12-29,60,Current,,0.20358,0.115,0.1845,B,8,Debt Consolidation,CA,Sales - Commission,Employed,19,True,2012-02-23,760,779,18,17,39,2,0,0,0.53,"$100,000+",15000.0,0,15000,0,Q1,"(10000.0, 15000.0]",Debt Consolidation
D6013595597738838FD6A15,2013-11-24,36,Current,,0.13189,0.06081,0.1039,A,10,Debt Consolidation,TX,Pilot - Private/Commercial,Employed,45,True,2013-11-24,740,759,11,11,35,0,0,0,0.61,"$100,000+",15416.666667,0,35000,0,Q4,"(15000.0, 35000.0]",Debt Consolidation
47E83500359449654AAB1A4,2010-11-25,12,Completed,2011-01-18,0.06689,0.0346,0.0575,AA,10,Other,CA,Computer Programmer,Employed,3,True,2010-11-14,800,819,9,8,27,0,3,0,0.01,"$100,000+",12026.666667,2,1000,0,Q4,"(999.999, 4000.0]",Other
D88335837838646307339DE,2013-07-09,36,Current,,0.31032,0.1107,0.2712,E,5,Other,NC,Other,Employed,221,True,2013-07-09,680,699,8,6,24,0,0,0,0.73,"$100,000+",23333.333333,0,4000,0,Q3,"(999.999, 4000.0]",Other
9AC93523558462885365DF5,2011-08-23,36,Completed,2013-07-16,0.34887,0.1148,0.3125,HR,2,Business,FL,Engineer - Mechanical,Employed,48,True,2011-08-23,620,639,17,16,45,4,2,1,0.85,"$100,000+",10000.0,1,4000,0,Q3,"(999.999, 4000.0]",Business
18C73584507769797031394,2013-07-17,60,Current,,0.25718,0.1152,0.2319,C,6,Debt Consolidation,CT,Other,Employed,201,False,2013-07-17,640,659,15,13,37,0,0,0,0.96,"$100,000+",12500.0,0,15000,0,Q3,"(10000.0, 15000.0]",Debt Consolidation
97743532344726645137911,2011-11-20,36,Current,,0.15375,0.077,0.1254,A,9,Debt Consolidation,NJ,Professional,Employed,61,False,2011-11-18,740,759,10,7,34,4,0,0,0.42,"$100,000+",14583.333333,0,11000,0,Q4,"(10000.0, 15000.0]",Debt Consolidation
B1FA3601324496954043271,2014-02-01,60,Current,,0.12614,0.06081,0.1039,A,10,Debt Consolidation,CO,Executive,Employed,124,False,2014-02-01,700,719,5,5,18,0,0,0,0.3,"$100,000+",11583.333333,0,10000,0,Q1,"(5000.0, 10000.0]",Debt Consolidation
86CA3593864285301D1D07B,2013-11-11,36,Current,,0.12274,0.06026,0.0949,A,10,Debt Consolidation,CO,Executive,Employed,28,True,2013-11-11,720,739,16,15,32,1,0,0,0.58,"$100,000+",10500.0,0,10000,0,Q4,"(5000.0, 10000.0]",Debt Consolidation
9ADA358018769942956C90C,2013-06-10,60,Completed,2013-12-24,0.16499,0.0836,0.1419,B,5,Baby&Adoption,OR,Fireman,Employed,261,False,2013-06-10,800,819,5,4,19,2,0,0,0.44,"$100,000+",10416.666667,0,20000,0,Q2,"(15000.0, 35000.0]",Other
68B23591966650212D37E54,2013-10-24,36,Current,,0.18479,0.08154,0.1485,B,8,Debt Consolidation,SC,Computer Programmer,Employed,145,True,2013-10-24,720,739,9,9,24,0,0,0,0.77,"$100,000+",11666.666667,0,35000,0,Q4,"(15000.0, 35000.0]",Debt Consolidation
18D735317877422731DA29A,2011-11-27,36,Completed,2013-07-30,0.19546,0.0942,0.1664,B,8,Home Improvement,NJ,Tradesman - Electrician,Full-time,114,True,2011-11-27,700,719,17,14,35,0,0,7,0.92,"$100,000+",12916.666667,0,12000,0,Q4,"(10000.0, 15000.0]",Home Improvement
483035457032227503350A1,2012-04-17,36,Completed,2013-06-14,0.28851,0.115,0.2499,D,5,Debt Consolidation,VA,Attorney,Employed,44,False,2012-04-17,720,739,14,14,26,1,0,0,0.65,"$100,000+",10166.666667,0,15000,0,Q2,"(10000.0, 15000.0]",Debt Consolidation
9D853520679589518A08C01,2011-07-10,60,Current,,0.14657,0.0965,0.1329,A,8,Debt Consolidation,IL,Professional,Employed,34,False,2011-07-10,720,739,7,7,21,0,0,0,0.83,"$100,000+",12083.333333,1,20000,0,Q3,"(15000.0, 35000.0]",Debt Consolidation
06A1360345201483178E7D2,2014-02-27,60,Current,,0.12034,0.05782,0.098,A,10,Other,CA,Attorney,Employed,148,True,2014-02-27,780,799,19,19,37,0,0,0,0.11,"$100,000+",10833.333333,0,20000,0,Q1,"(15000.0, 35000.0]",Other
4BA33526748686266EC7F2C,2011-09-24,36,Current,,0.27467,0.1243,0.2399,D,5,Debt Consolidation,IL,Executive,Employed,7,True,2011-09-24,660,679,16,13,46,1,0,0,0.95,"$100,000+",12166.666667,2,10000,0,Q3,"(5000.0, 10000.0]",Debt Consolidation
4BBB35829477740940160B0,2013-06-20,60,Current,,0.16499,0.0836,0.1419,B,6,Household Expenses,TX,Professional,Employed,82,True,2013-06-25,720,739,19,19,34,1,0,0,0.68,"$100,000+",10833.333333,0,15000,0,Q2,"(10000.0, 15000.0]",Household Expenses
18B13578035154982CC7B22,2013-05-07,36,Current,,0.22712,0.0955,0.1899,C,4,Taxes,TX,Accountant/CPA,Self-employed,116,False,2013-05-07,700,719,25,25,61,0,0,0,0.46,"$100,000+",14000.0,0,10000,0,Q2,"(5000.0, 10000.0]",Other
CB953602938875988DA3A3D,2014-02-25,60,Current,,0.16482,0.06934,0.1415,B,10,Debt Consolidation,OH,Attorney,Employed,17,True,2014-02-25,700,719,12,12,46,0,0,0,0.6,"$100,000+",10000.0,0,25000,0,Q1,"(15000.0, 35000.0]",Debt Consolidation
CB9736038909100490DA3D2,2014-02-19,36,Current,,0.2317,0.08279,0.194,C,4,Debt Consolidation,VA,Professional,Employed,72,True,2014-02-18,680,699,24,23,46,1,0,0,0.93,"$100,000+",10646.5,0,15000,0,Q1,"(10000.0, 15000.0]",Debt Consolidation
F1BE36000962934630B7A59,2014-01-08,60,Current,,0.1963,0.07923,0.1725,C,3,Debt Consolidation,WI,Executive,Employed,17,True,2014-01-08,720,739,11,10,22,1,0,0,0.98,"$100,000+",14166.666667,0,19000,0,Q1,"(15000.0, 35000.0]",Debt Consolidation
54B836002343267263656B2,2014-01-11,36,Current,,0.24563,0.08474,0.208,D,3,Debt Consolidation,MS,Attorney,Employed,104,True,2014-01-11,660,679,22,19,49,2,0,0,0.66,"$100,000+",10916.666667,1,2000,0,Q1,"(999.999, 4000.0]",Debt Consolidation
B6ED3539936830487B150AB,2012-02-28,36,Past Due (1-15 days),,0.26681,0.1144,0.2287,D,4,Home Improvement,MD,Computer Programmer,Employed,52,True,2012-02-28,600,619,13,10,46,4,2,6,0.98,"$100,000+",13750.0,2,5000,0,Q1,"(4000.0, 5000.0]",Home Improvement
B6F83519891426095EAE7A7,2011-06-22,36,Past Due (1-15 days),,0.35643,0.1487,0.3199,E,4,Debt Consolidation,VA,Pilot - Private/Commercial,Full-time,0,False,2011-06-20,680,699,1,1,7,3,1,3,0.0,"$100,000+",15000.0,0,3500,0,Q2,"(999.999, 4000.0]",Debt Consolidation
C05835521429241156E9ACD,2012-07-09,36,Past Due (61-90 days),,0.21434,0.0987,0.1774,C,8,Home Improvement,MN,Accountant/CPA,Employed,63,True,2012-08-31,680,699,18,17,37,2,0,0,0.67,"$100,000+",14583.333333,0,15000,0,Q3,"(10000.0, 15000.0]",Home Improvement
C06A3523385960710C03AA0,2011-08-20,36,Completed,2013-07-11,0.35643,0.1487,0.3199,E,1,Debt Consolidation,NV,Realtor,Self-employed,81,True,2011-08-20,780,799,4,4,18,1,0,6,0.0,"$100,000+",12500.0,0,7500,0,Q3,"(5000.0, 10000.0]",Debt Consolidation
F20B34657432134014DBC42,2009-10-12,36,Completed,2011-12-21,0.06136,0.0421,0.058,AA,10,Other,CA,Other,Full-time,27,True,2009-10-12,820,839,15,14,20,0,0,0,0.01,"$100,000+",12500.0,0,1000,0,Q4,"(999.999, 4000.0]",Other
0E4735261875608852A1C22,2011-09-19,36,Completed,2012-02-16,0.13413,0.0766,0.1129,A,10,Other,CA,Accountant/CPA,Employed,60,False,2011-09-19,760,779,10,9,21,0,0,0,0.02,"$100,000+",11200.0,1,5000,0,Q3,"(4000.0, 5000.0]",Other
10133601960908108202C2B,2014-02-11,36,Current,,0.17649,0.07344,0.14,B,8,Debt Consolidation,NY,Nurse (RN),Employed,50,True,2014-02-11,680,699,29,28,51,2,0,0,0.43,"$100,000+",16666.666667,0,25000,0,Q1,"(15000.0, 35000.0]",Debt Consolidation
9B8B3594669805768939CE7,2013-11-19,60,Current,,0.20398,0.08627,0.18,C,4,Debt Consolidation,OH,Doctor,Employed,29,True,2013-11-19,700,719,10,9,43,3,0,0,0.0,"$100,000+",13333.333333,0,20000,0,Q4,"(15000.0, 35000.0]",Debt Consolidation
0723359322104797012ABB9,2013-11-01,36,Current,,0.1802,0.08004,0.144,B,7,Debt Consolidation,GA,Professional,Employed,10,True,2013-11-01,680,699,35,34,49,1,0,0,0.87,"$100,000+",12500.0,1,20000,0,Q4,"(15000.0, 35000.0]",Debt Consolidation
611635722609908473FA5BD,2013-02-21,60,Current,,0.22283,0.1091,0.1984,C,4,Debt Consolidation,MD,Military Officer,Employed,234,True,2013-03-25,760,779,13,9,45,0,0,0,0.64,"$100,000+",10000.0,0,15000,0,Q1,"(10000.0, 15000.0]",Debt Consolidation
497B3593827109251323B61,2013-11-16,36,Current,,0.17601,0.0789,0.1399,B,10,Debt Consolidation,CA,Computer Programmer,Employed,37,True,2013-11-16,680,699,20,17,45,1,0,0,0.69,"$100,000+",11666.666667,3,10000,0,Q4,"(5000.0, 10000.0]",Debt Consolidation
499235991892707696251F9,2014-01-16,36,Current,,0.0903,0.04806,0.0769,AA,8,Baby&Adoption,NY,Other,Employed,22,True,2014-01-16,800,819,2,2,4,1,0,0,0.0,"$100,000+",10833.333333,0,12000,0,Q1,"(10000.0, 15000.0]",Other
D9C036044911118260E886C,2014-03-01,36,Current,,0.09469,0.04929,0.0809,AA,8,Debt Consolidation,OH,Accountant/CPA,Employed,71,True,2014-03-01,720,739,11,10,31,0,0,0,0.79,"$100,000+",11250.0,0,17000,0,Q1,"(15000.0, 35000.0]",Debt Consolidation
102D35771175790889468D8,2013-04-15,60,Completed,2013-11-07,0.14965,0.0748,0.1269,A,8,Home Improvement,NJ,Executive,Employed,26,False,2013-04-15,720,739,9,8,24,2,1,0,0.9,"$100,000+",11666.666667,2,15000,0,Q2,"(10000.0, 15000.0]",Home Improvement
F2333573698807989F22A00,2013-03-19,36,Completed,2013-05-10,0.2878,0.1065,0.2492,D,3,Debt Consolidation,AL,Civil Service,Employed,380,True,2013-03-05,680,699,7,7,16,2,0,0,0.79,"$100,000+",10125.0,0,10000,0,Q1,"(5000.0, 10000.0]",Debt Consolidation
936A35747483131339A404B,2013-03-22,60,Current,,0.26877,0.1173,0.2432,D,3,Business,CA,Engineer - Electrical,Employed,92,False,2013-03-22,780,799,4,4,12,1,0,0,0.07,"$100,000+",10358.25,0,15000,0,Q1,"(10000.0, 15000.0]",Business
07C735728556813880E8628,2013-03-05,36,Current,,0.23121,0.0965,0.1939,C,6,Debt Consolidation,NY,Professional,Employed,25,True,2013-03-03,680,699,19,17,37,1,0,0,0.6,"$100,000+",12500.0,0,6000,0,Q1,"(5000.0, 10000.0]",Debt Consolidation
17D43603971097475CA3FEC,2014-02-25,60,Current,,0.16175,0.06925,0.1385,B,7,Debt Consolidation,CA,Civil Service,Employed,91,True,2014-02-25,720,739,20,17,25,1,0,0,0.89,"$100,000+",15187.666667,0,35000,0,Q1,"(15000.0, 35000.0]",Debt Consolidation
C0E2359018633566983EDB7,2013-09-25,36,Current,,0.14816,0.07078,0.1199,A,7,Debt Consolidation,WA,Pharmacist,Employed,125,True,2013-09-25,720,739,12,12,48,3,0,0,0.51,"$100,000+",10833.333333,0,30000,0,Q3,"(15000.0, 35000.0]",Debt Consolidation
C0E7359098789462425734D,2013-09-22,36,Current,,0.21699,0.08627,0.18,C,6,Debt Consolidation,CA,Executive,Employed,40,True,2013-09-22,700,719,26,23,47,2,0,16,0.1,"$100,000+",10000.0,0,25000,0,Q3,"(15000.0, 35000.0]",Debt Consolidation
49B834708345364957CD60B,2009-12-17,36,Completed,2011-04-22,0.35699,0.1212,0.33,HR,4,Business,UT,Other,Self-employed,38,False,2009-12-02,640,659,3,2,14,5,0,0,0.39,"$100,000+",12083.333333,1,1500,1,Q4,"(999.999, 4000.0]",Business
